	total_energy	enthalpy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	23.20279917305118	30.803308452912322	-225.47345345282696	-125.34834197541335	-7.600509279861143	34	227	14
1	25.88265606091507	33.838722611691935	-225.74075816662574	-125.81579238937059	-7.956066550776864	47	250	15
2	26.13127698169472	33.51345980375198	-228.21623822246792	-126.05816962680241	-7.382182822057256	23	54	10
3	26.965655343986683	35.47790023663002	-221.708668931302	-124.60097948266699	-8.512244892643338	33	62	13
4	27.873332810540177	36.28536057242564	-225.84848080086306	-123.87220730552204	-8.412027761885463	30	276	11
5	28.21554662063964	35.44965232240691	-224.01841510267326	-124.3833552986506	-7.234105701767273	16	242	7
6	28.94756454544698	36.772655094629954	-222.73049322898493	-126.9477173461638	-7.825090549182973	30	190	12
7	29.740701532489524	35.224446857591936	-223.85014913471636	-126.12341953418382	-5.483745325102413	11	353	3
8	30.154729922835003	38.264710765273286	-219.8683092232017	-125.80096039487972	-8.109980842438281	15	60	6
9	30.40413436976302	37.05797961175885	-225.0115906022692	-126.9857392775072	-6.653845241995832	12	203	4
10	30.58081754268743	37.48335413494767	-222.7653962330612	-130.0207054863284	-6.902536592260237	14	153	5
11	32.155128192233896	38.508555347675795	-222.80310255086317	-119.07029105094239	-6.353427155441901	9	161	2
12	32.79039930549051	40.85060062881987	-226.57641405050848	-118.97247097533398	-8.06020132332936	16	18	8
13	33.1471239888119	40.37205620198925	-222.0698808319547	-124.13029754938506	-7.224932213177354	21	115	9
14	34.187923598613075	40.204846060498305	-225.04719790762417	-120.34205575323806	-6.016922461885229	9	229	1
