	enthalpy	PDB_name
0	40.43411489970299	250
1	41.600841083104875	80
2	41.821073565441026	54
3	42.75222439686583	215
4	42.883539924685266	227
5	42.99460108879681	161
6	43.18945708360319	362
7	43.291385772051754	115
8	43.47686448226655	345
9	43.48405512403627	375
10	43.56651661242769	8
11	43.97359470920799	416
12	44.08693978197035	60
13	44.41787661136725	30
14	45.13610594216931	254
15	45.169142669783234	223
16	45.17880843002935	242
17	45.22221867637312	75
18	46.210812948220465	358
19	46.2168709620017	160
20	46.289663855866024	158
21	46.57131935420708	466
22	46.68800981106371	470
23	47.14045429484878	453
24	47.21576984283249	480
25	47.216856285734664	83
26	47.39115918406678	408
27	47.39502454114521	229
28	47.45143016516378	201
29	47.47507701107729	62
30	47.53865647618797	384
31	47.64020545793592	147
32	47.65764373513022	79
33	47.8652884877164	72
34	47.97553571595901	113
35	48.053551298360375	114
36	48.136911120435784	112
37	48.21244089592483	240
38	48.2753889037106	216
39	48.36956796683804	288
40	48.45483032863533	94
41	48.52319447929818	407
42	48.549938594809326	166
43	48.59307034230309	110
44	48.66108946859014	368
45	48.68846507639768	13
46	48.763240129536044	199
47	48.816892535684374	251
48	48.82769493892965	353
49	48.85564748085149	190
50	48.88606427817301	430
51	48.906573494956085	237
52	48.91450185602203	396
53	49.0027909289777	48
54	49.03802673342645	485
55	49.10962318960507	1
56	49.165708628765614	37
57	49.26237102233388	276
58	49.38380091813373	22
59	49.41052918425304	239
60	49.467494696735415	63
61	49.47564571022395	183
62	49.566950086283	167
63	49.643586847134856	379
64	49.763080706427004	58
65	49.794671156369965	324
66	49.821973517489155	134
67	49.82634142269798	180
68	49.86818066310644	7
69	49.87220554283049	333
70	49.872254527495365	481
71	49.87344730131586	96
72	49.89975372072597	185
73	49.911117485232616	205
74	49.97194647013643	431
75	49.986020056018276	261
76	49.996604220721736	214
77	50.01263792344271	39
78	50.15784266497739	477
79	50.184711458274066	91
80	50.274765889638125	437
81	50.28959859957379	263
82	50.30789927731014	18
83	50.38714987244003	27
84	50.41736305012555	425
85	50.447033201679105	344
86	50.48960893656742	109
87	50.58299326970554	338
88	50.606479137869655	65
89	50.65118992238743	484
90	50.654300749497914	14
91	50.69336756168978	461
92	50.70106720758489	56
93	50.78083762174208	419
94	50.90430820953407	492
95	50.90818043592733	203
96	50.97990146336828	385
97	50.991231737823554	296
98	51.006022035760495	303
99	51.08037684363418	106
100	51.095932382318196	95
101	51.16315982078036	383
102	51.2648530371913	258
103	51.27788589011892	393
104	51.27833901225525	409
105	51.290703388618226	153
106	51.35731672924477	105
107	51.36083910866587	432
108	51.417250098872174	319
109	51.55827643353666	472
110	51.60723076405071	429
111	51.66259320518928	217
112	51.713171900463415	435
113	51.77940139743516	169
114	51.785727334339086	162
115	51.78953187487122	188
116	51.82071552358296	61
117	51.90715514281057	354
118	51.92109168086775	224
119	51.962322502160376	347
120	52.05252683012287	312
121	52.05293056578955	295
122	52.13101746373504	137
123	52.17678858724972	428
124	52.177101604624	78
125	52.17821527415525	26
126	52.223623526477205	187
127	52.280475877038334	143
128	52.33108610823086	262
129	52.35644368715561	5
130	52.38798371876517	230
131	52.407047498503246	329
132	52.420808717490885	280
133	52.44858008067779	104
134	52.45471635814229	210
135	52.48145136154295	305
136	52.553189200362034	398
137	52.60724151944798	479
138	52.63694363441648	246
139	52.665364054331924	219
140	52.666749867847955	194
141	52.678480668566095	369
142	52.685539253318694	220
143	52.76960643713301	304
144	52.81255572516816	207
145	52.81728410739692	380
146	52.8226225800757	97
147	52.8856009351983	463
148	52.90803220261486	389
149	52.93308425539445	318
150	52.96384810985722	148
151	52.97176081052939	36
152	52.97322788008083	34
153	52.99418746435403	352
154	53.0577703325141	377
155	53.0992048688339	32
156	53.12121160315455	458
157	53.15699789882173	439
158	53.19765706159074	181
159	53.22467159995128	402
160	53.276453663561256	23
161	53.30202440588538	43
162	53.347177401519914	85
163	53.3745842618128	136
164	53.38484457743433	387
165	53.394193637297775	70
166	53.40706189648775	19
167	53.4236498980128	29
168	53.53470882273696	122
169	53.58384551742732	348
170	53.60159479335772	467
171	53.62705869989986	165
172	53.657524497886286	361
173	53.662006819264434	320
174	53.72195630202097	177
175	53.737401471056295	346
176	53.77067159535653	151
177	53.79036072118151	125
178	53.82533495406118	131
179	53.8377592926464	11
180	53.848626106187155	3
181	53.85079850622712	4
182	53.86328607164598	252
183	53.8665976662051	390
184	53.86674027605941	202
185	53.90465985920825	438
186	53.912132672669316	286
187	53.977855654073664	55
188	54.120034516738365	351
189	54.12515668120436	170
190	54.131286887944704	420
191	54.14566615011744	293
192	54.17932396456132	299
193	54.18964051762547	418
194	54.19430592100816	233
195	54.29824712681504	283
196	54.32222135300809	231
197	54.324136554854164	260
198	54.36308583093151	249
199	54.37595308719816	24
200	54.41797483949401	331
201	54.43645152476522	268
202	54.44034881981441	135
203	54.45416666755307	340
204	54.48249286936891	101
205	54.52215872473924	315
206	54.56544364247591	404
207	54.620575340884585	270
208	54.64979325252246	326
209	54.68112792052804	397
210	54.685067002755076	111
211	54.73892881772356	382
212	54.78201230305481	211
213	54.787330260617566	372
214	54.80603696727469	447
215	54.845520374785075	16
216	54.84774742387664	422
217	54.87468583850797	118
218	54.93410607575676	478
219	54.95929720013098	498
220	54.98240639852851	42
221	54.98273010004783	191
222	55.03584621785356	376
223	55.04608275385281	51
224	55.11634986874025	275
225	55.167185989852925	196
226	55.20385256182617	47
227	55.26162803924559	442
228	55.271960928738274	421
229	55.284458287761574	423
230	55.28503403160198	102
231	55.41540420099383	311
