	total_energy	vdw	elec	grid_hbond	conformer_id	placement_id	PDB_name
0	26.265637330573675	-14.777844560994643	-4.828833938874802	0.0	1	86	1_86.pdb
1	29.33189951456328	-15.710524198307427	-0.6815811530130376	0.0	10	17	10_17.pdb
2	29.516889403489436	-14.181796407728037	-2.6114930729840315	0.0	4	82	4_82.pdb
3	30.03581469695074	-14.284223582810029	0.16288145601543758	0.0	6	16	6_16.pdb
4	30.254161067811	-14.516773652735903	-1.2520630628393419	0.0	2	18	2_18.pdb
5	30.487005326259887	-14.672820066993149	-0.9646126890061133	0.0	4	91	4_91.pdb
6	30.606620386005787	-14.39956554692942	0.014534189916534768	0.0	4	58	4_58.pdb
7	30.6746740217365	-14.733444884408977	0.5004001866928648	0.0	8	71	8_71.pdb
8	30.842953987876953	-13.676148262235051	-0.5411522327139904	0.0	8	80	8_80.pdb
9	31.154903571551717	-15.278780566370513	0.7686726708530824	0.0	8	58	8_58.pdb
10	31.894240182817537	-14.692679000149827	-0.27149017456258884	0.0	4	78	4_78.pdb
