	enthalpy	PDB_name
0	7.565862623555532	428
1	8.37624508104576	138
2	8.628134698841414	492
3	8.93669187236835	230
4	9.244224231158967	149
5	9.564894272285557	14
6	9.567453163280902	455
7	10.039353374883817	476
8	10.7504519398815	32
9	10.87223058690654	179
10	10.925584759349192	12
11	10.932383152177586	195
12	11.540842873142001	8
13	11.549487720857037	386
14	11.805803034103988	128
15	12.090289660081154	42
16	12.237024149234387	187
17	12.610134242926286	314
18	12.611923139245146	19
19	12.913223817641445	177
20	12.92718830624996	342
21	13.448650038096368	278
22	13.581286863223152	136
23	13.74689030035147	148
24	13.840256064371836	110
25	13.961851159061784	318
26	14.221945384296973	97
27	14.246251507510884	403
28	14.262152100450123	109
29	14.34846020158301	420
30	14.415341621812523	73
31	14.42367989719201	451
32	14.475388578403443	145
33	14.487948284251495	160
34	14.585777736614922	205
35	14.605879189141671	236
36	14.635694417973227	120
37	14.644589179176258	424
38	14.659904883249887	67
39	14.746118450042431	77
40	14.763119728322216	222
41	14.80334879120042	197
42	14.841133378009847	391
43	14.967863288651873	27
44	15.032371402677917	208
45	15.102234891000258	99
46	15.221118788320766	137
47	15.27472772857945	349
48	15.2856622598392	25
49	15.308200422929353	392
50	15.436177973275072	286
51	15.512237001387994	15
52	15.547265938781777	441
53	15.577967474754772	96
54	15.618027861352033	449
55	15.699464146750906	152
56	15.720992930829045	264
57	15.926306891759808	344
58	15.949005426366938	290
59	16.060431213240477	53
60	16.082705978501963	346
61	16.0878139189379	473
62	16.118488224571333	422
63	16.179857422811622	68
64	16.184678091817187	255
65	16.285727043006116	39
66	16.306166150503003	253
67	16.486418301719574	373
68	16.58200656484133	324
69	16.648707951771943	301
70	16.655690862472724	191
71	16.670216268145744	356
72	16.68955833684677	250
73	16.756714951261397	89
74	16.86899907766175	61
75	16.918352556496	471
76	16.932449047003953	196
77	16.951188639077586	58
78	16.97204393615128	44
79	17.004117183636772	434
80	17.022403056556136	59
81	17.083996990158052	267
82	17.237795940418636	93
83	17.281467544259115	317
84	17.336343864418637	232
85	17.34578743269583	198
86	17.376386783812393	288
87	17.564092802659914	216
88	17.632297859976642	281
89	17.650415475051144	409
90	17.67203981871252	146
91	17.686141488409454	207
92	17.711925856902397	389
93	17.725826332261057	95
94	17.78837760069948	300
95	17.832684884550705	18
96	18.035163435081017	100
97	18.06360060119601	123
98	18.094407411280887	439
99	18.134657764715428	330
100	18.191848752600514	400
101	18.19842749204249	296
102	18.201875193132707	125
103	18.218218301057206	147
104	18.25363699471894	226
105	18.267368089703933	139
106	18.2719979645765	190
107	18.281082782422942	388
108	18.396812574571836	350
109	18.39840451569396	493
110	18.448843178273663	302
111	18.528534048671574	488
112	18.59461558542283	303
113	18.59611215884701	223
114	18.60977946521306	229
115	18.650767526742936	90
116	18.67235610205362	402
117	18.70968059884976	287
118	18.73872499790552	118
119	18.80855368666564	398
120	18.821503026823933	452
121	18.897577804577516	254
122	18.933470154722222	47
123	18.971177687235595	64
124	18.976208123145682	51
125	18.99011743009312	311
126	19.02642941389034	91
127	19.099236046581243	390
128	19.126514117789377	433
129	19.23047220967363	423
130	19.257746165312028	127
131	19.259976806810418	335
132	19.341257163896344	49
133	19.34610094733533	329
134	19.368157212603776	183
135	19.39064783585713	72
136	19.410743741038942	233
137	19.465466478729837	291
138	19.482624037615977	69
139	19.5378353752864	277
140	19.668534845257753	499
141	19.681570191755778	427
142	19.719556137536717	380
143	19.77467645401341	163
144	19.77816699716988	126
145	19.83767065042897	153
146	19.86644632605107	321
147	19.93444647941707	20
148	20.06418966450295	31
149	20.12015164649967	189
150	20.12788223857067	385
151	20.16822723011199	347
152	20.360004590355587	119
153	20.439135259673524	453
154	20.457808780637663	124
155	20.47695353872571	425
156	20.569697396690785	371
157	20.614459659505698	178
158	20.623887520030024	478
159	20.658285312692264	38
160	20.764065843003124	218
161	20.83071452431257	336
162	20.868475896208388	54
163	20.872006336310903	94
164	20.89177463378494	305
165	20.91053076297079	460
166	20.9743129149597	472
167	20.99059662071234	237
168	21.106772743136737	167
169	21.109880682893497	157
170	21.112991606147478	275
171	21.130119895181974	24
172	21.20665100472445	393
173	21.323541475979166	374
174	21.3314816378835	7
175	21.3779119449961	343
176	21.380895782964995	272
177	21.392651775702024	203
178	21.442919947736073	332
179	21.48039547072684	276
180	21.4929711186793	122
181	21.58678990335559	417
182	21.61137013813293	444
183	21.62939733487144	282
184	21.631813287577792	370
185	21.67288960403581	251
186	21.678805602663594	442
187	21.729216722139146	194
188	21.745832473490196	260
189	21.749909941935993	325
190	21.771002810170238	481
191	21.81544253240355	372
192	21.822382544365652	456
193	21.847312266205066	79
194	21.852534593776713	80
195	21.924607728071404	246
196	21.958610962950143	108
197	21.959761578367093	480
198	21.971308471106298	431
199	21.972323108374873	174
200	21.98060683372425	84
201	21.99765788951064	210
202	22.07756788418725	413
203	22.085172384287656	355
204	22.094072519691338	4
205	22.156467757884524	387
206	22.20365902158999	377
207	22.22312488178778	406
208	22.285262827054453	249
209	22.33291525691569	245
210	22.34176489125594	319
211	22.352479148554046	6
212	22.37773887930124	474
213	22.4497374905582	159
214	22.452787882814427	490
215	22.525205061151574	105
216	22.613974608356386	202
217	22.61414189194943	437
218	22.66923091110727	353
219	22.720667202833774	140
220	22.748662781629122	440
221	22.762555335632186	477
222	22.76517920760999	161
223	22.797514902308397	41
224	22.820513837709186	181
225	22.912904353754264	130
226	22.9179533082195	217
227	22.959010673400318	182
228	22.96324098508806	354
229	23.0054699731353	192
230	23.085968703822864	60
231	23.11603881820093	483
