	total_energy	vdw	elec	grid_hbond	conformer_id	placement_id	PDB_name	cluster_size
0	34.27007130046369	-13.460839672029936	1.9257780723152962	0.0	8	6	8_6.pdb	13
1	34.30813662526035	-13.357319400483943	1.8886485002320184	0.0	10	92	10_92.pdb	31
2	34.6124477529615	-13.40131374772091	3.410854498477755	0.0	6	100	6_100.pdb	14
3	34.631200676202425	-13.499752910329018	3.4555507506965575	0.0	1	86	1_86.pdb	19
4	35.41307571089588	-14.455863684069369	2.159967500695914	0.0	3	86	3_86.pdb	24
5	35.50775707545919	-14.819195763500623	1.332952406334563	0.0	5	21	5_21.pdb	21
6	35.60219806317564	-14.640977103962888	3.736972139109761	0.0	2	51	2_51.pdb	22
7	35.860922269696395	-12.985227789675255	2.818319136978225	0.0	4	52	4_52.pdb	19
8	36.58463744642956	-14.489970714008637	1.8228625289839013	0.0	9	46	9_46.pdb	22
9	40.18979783249428	-9.581079989858578	-0.4964207192327792	0.0	7	1	7_1.pdb	15
