	total_energy	grid_total	grid_vdw	grid_elec	grid_hbond	conformer_id	placement_id	PDB_name	cluster_size
0	34.49428034288026	-28.96881492683671	-26.48620013026898	-2.4826147965677317	0.0	3	86	3_86.pdb	24
1	35.04728439672128	-27.64784448280867	-25.606594542882604	-2.041249939926064	0.0	2	51	2_51.pdb	22
2	35.657604973833934	-27.676132310850566	-25.147981223674815	-2.5281510871757513	0.0	6	100	6_100.pdb	14
3	35.683615948877815	-28.498129008663174	-25.880947125624775	-2.6171818830383984	0.0	8	6	8_6.pdb	13
4	35.779319020600646	-29.196965646808227	-27.123912051982998	-2.0730535948252298	0.0	5	21	5_21.pdb	21
5	35.812316784748624	-28.466017880490135	-25.272800368429017	-3.193217512061117	0.0	10	92	10_92.pdb	31
6	36.40382540581304	-26.846752217330998	-24.89150805919061	-1.9552441581403868	0.0	1	86	1_86.pdb	19
7	37.06334666944272	-27.259283241631916	-24.007570884626098	-3.251712357005818	0.0	4	52	4_52.pdb	19
8	38.489775117825154	-28.259308707319654	-25.672465403516647	-2.5868433038030076	0.0	9	46	9_46.pdb	22
9	44.264993220066664	-23.939548065175224	-20.056499849487555	-3.8830482156876704	0.0	7	1	7_1.pdb	15
