	total_energy	vdw	elec	grid_hbond	conformer_id	placement_id	PDB_name
0	29.67837194311373	-12.771517185319567	-4.158115627977652	0.0	5	67	5_67.pdb
1	30.801157043176715	-13.007226311526145	-0.8981001097615733	0.0	5	37	5_37.pdb
2	30.857944180473165	-12.335850820992569	-3.417351566965121	0.0	9	48	9_48.pdb
3	31.425565562513388	-13.505068051266946	-0.4351206700900834	0.0	1	28	1_28.pdb
4	31.66552192058997	-12.801178635586952	-0.6396633159445291	0.0	10	47	10_47.pdb
5	31.753783484253635	-13.717917866193309	-0.22433902907370173	0.0	2	27	2_27.pdb
6	31.953124799161507	-13.636709963809986	1.0948470857273933	0.0	6	48	6_48.pdb
7	33.03109810740081	-17.18197436235747	5.526950697069578	0.0	7	84	7_84.pdb
8	33.03613013774524	-14.977073420302542	0.7121466252475172	0.0	8	36	8_36.pdb
9	34.20625972558218	-16.360952003029105	6.052510225858044	0.0	9	88	9_88.pdb
10	34.61066690968234	-15.194288334867776	5.147370737013967	0.0	3	81	3_81.pdb
