	total_energy	grid_total	grid_vdw	grid_elec	grid_hbond	conformer_id	placement_id	PDB_name	cluster_size
0	31.76673793714523	-30.270491202860367	-25.538775106056693	-4.731716096803673	0.0	7	20	7_20.pdb	12
1	31.951578790096313	-30.269747934284176	-25.472638012188902	-4.7971099220952755	0.0	8	71	8_71.pdb	16
2	32.16629176395301	-29.997572183040887	-26.18304925057952	-3.8145229324613705	0.0	9	17	9_17.pdb	15
3	32.414687897645464	-29.903835876971606	-28.464517558306177	-1.4393183186654293	0.0	10	9	10_9.pdb	12
4	33.37006949103565	-29.35404454946527	-26.588622565744796	-2.7654219837204743	0.0	5	38	5_38.pdb	14
5	36.26727065372282	-28.173620567999322	-24.14050763897946	-4.033112929019863	0.0	4	86	4_86.pdb	19
6	37.99029945422335	-26.565476335823377	-21.534646991579766	-5.03082934424361	0.0	1	62	1_62.pdb	19
7	40.61485185847884	-24.36458480329593	-20.739812229730706	-3.624772573565223	0.0	3	30	3_30.pdb	17
8	42.35015479932304	-22.85416369617038	-20.84749509871972	-2.006668597450663	0.0	2	63	2_63.pdb	12
9	53.04105421340999	-17.48603670530288	-15.475201972743314	-2.0108347325595655	0.0	6	99	6_99.pdb	14
