	total_energy	grid_total	grid_vdw	grid_elec	grid_hbond	conformer_id	placement_id	PDB_name
419	38.20511958227382	-30.033574847621757	-27.32658643066889	-2.7069884169528677	0.0	6	85	6_85.pdb
420	38.21572958721837	-29.89892609927484	-25.54872794866628	-4.350198150608557	0.0	7	66	7_66.pdb
421	38.21684295927298	-28.681971166990945	-27.202824142523664	-1.4791470244672809	0.0	6	2	6_2.pdb
422	38.24264481168456	-29.401099408994956	-28.180528181074266	-1.2205712279206908	0.0	9	3	9_3.pdb
423	38.24276291550772	-30.582414692303576	-27.546172169269063	-3.0362425230345145	0.0	10	1	10_1.pdb
424	38.24388945048234	-25.944183138493806	-24.445500519393878	-1.4986826190999265	0.0	6	21	6_21.pdb
425	38.250398684690275	-29.173033756650774	-25.860196690483438	-3.312837066167338	0.0	8	12	8_12.pdb
426	38.257241228028526	-28.536404622039363	-27.77536161186612	-0.7610430101732437	0.0	8	90	8_90.pdb
427	38.29169051609512	-29.264732517149405	-28.88640862408259	-0.3783238930668122	0.0	8	6	8_6.pdb
428	38.292647614891244	-27.6625150281662	-28.651090324982697	0.9885752968164954	0.0	2	92	2_92.pdb
429	38.31197470128029	-31.782514672281707	-27.970135390138537	-3.8123792821431692	0.0	7	99	7_99.pdb
430	38.319686480972415	-27.50153351283529	-27.260024137783862	-0.24150937505142867	0.0	3	38	3_38.pdb
431	38.32046781100857	-29.089832396136984	-23.961753089775264	-5.1280793063617205	0.0	10	69	10_69.pdb
432	38.33169352866865	-26.365840609294498	-25.87190490561686	-0.49393570367763784	0.0	5	57	5_57.pdb
433	38.378665554228455	-28.37144624845639	-27.167848944823106	-1.2035973036332834	0.0	9	98	9_98.pdb
434	38.40112297505839	-27.077316308588994	-28.82590495078177	1.7485886421927739	0.0	8	59	8_59.pdb
435	38.41376814028245	-29.029943928823553	-25.471608633006714	-3.5583352958168395	0.0	7	43	7_43.pdb
436	38.42917769164452	-26.135029198359508	-22.422497174805933	-3.7125320235535755	0.0	4	17	4_17.pdb
437	38.464690404760276	-28.379355508213624	-25.588434330380625	-2.7909211778329985	0.0	7	70	7_70.pdb
438	38.492993565608344	-31.832526420207504	-30.5137430494699	-1.318783370737607	0.0	10	19	10_19.pdb
439	38.49817262948008	-27.08754261143187	-26.92463486772626	-0.16290774370561123	0.0	6	55	6_55.pdb
440	38.50296787624671	-28.645022058545592	-27.540226394640538	-1.104795663905056	0.0	7	87	7_87.pdb
