	enthalpy	PDB_name
0	0.6326130605140712	79
1	1.3714236428830446	493
2	1.9025525720721959	260
3	1.9053909878344548	118
4	2.3520705208162234	404
5	2.607935079127177	38
6	2.913645573979853	40
7	3.5387870413762137	262
8	4.000026428644016	74
9	4.099262704632999	337
10	4.272616803354445	189
11	4.341288301562006	137
12	4.6832999856355	92
13	4.7043805261153935	385
14	5.138933752043709	279
15	5.158373546154387	95
16	5.510386921320475	435
17	5.582394385219793	432
18	5.794645198350786	336
19	5.869773802301541	123
20	6.085820741913665	163
21	6.230394701923103	111
22	6.8040665400207025	388
23	6.829219093871444	395
24	6.901139708873245	57
25	6.933118745161124	164
26	6.963130862073594	75
27	7.219185139821956	100
28	7.26172299061545	334
29	7.418463181217927	457
30	7.448320447594993	162
31	7.469339766350927	113
32	7.500143738397728	209
33	7.527888292876977	264
34	7.5792445144343255	148
35	7.632111987884699	11
36	7.636982993215263	168
37	7.700155678738447	367
38	7.744501458391667	46
39	7.856724990015042	126
40	7.9026506871762905	167
41	7.944933731375087	458
42	7.993276717879727	103
43	8.067198415128548	415
44	8.100538108345965	149
45	8.133894992353433	16
46	8.142636776604526	397
47	8.17713602751735	15
48	8.210358269635929	263
49	8.22135588584786	452
50	8.272956601210488	323
51	8.294171718016152	251
52	8.40925335326548	120
53	8.410195323840231	5
54	8.609049711129767	471
55	8.609622132335815	53
56	8.623821875041564	214
57	8.640289427502921	347
58	8.675847672253042	311
59	8.713307987768843	258
60	8.721785417287009	84
61	8.773770570307704	437
62	8.86430614069478	136
63	8.950278864514896	93
64	8.992323281448787	89
65	9.067749904439072	29
66	9.115319520075104	287
67	9.199228107829029	303
68	9.295581806021382	112
69	9.310062010002465	45
70	9.32880765856116	94
71	9.457120817215745	102
72	9.716400217620006	461
73	9.731584438777404	350
74	9.824775133909839	31
75	10.024686672752264	259
76	10.032124361265815	455
77	10.038320106587182	280
78	10.126298222740012	101
79	10.202350006145629	175
80	10.22286864653665	299
81	10.227046126887885	132
82	10.23228006744895	431
83	10.298281947487261	274
84	10.298860748440731	353
85	10.300680359981605	236
86	10.309598259627776	240
87	10.340593421568858	161
88	10.37139748464387	227
89	10.483432621447477	281
90	10.497014832134251	212
91	10.538341170397494	216
92	10.551144105234734	241
93	10.560728548742343	358
94	10.566738284654427	48
95	10.586103796019891	425
96	10.62183461573525	4
97	10.796703138106835	191
98	10.842450381632286	445
99	10.854013836228798	220
100	10.882245082695277	273
101	10.907602199667085	73
102	10.907908085254082	476
103	10.984909033723355	41
104	11.00563447117181	338
105	11.074915368747941	406
106	11.083549314953117	7
107	11.154347812252901	108
